v0,N,dpsi_deg,vstar
800,52,20,819.5
800,52,22,820.0
800,52,24,828.2
800,52,26,828.7
800,52,28,828.2
800,52,30,828.7
800,52,32,828.2
800,52,34,828.7
800,52,36,828.2
800,52,38,828.7
800,52,40,828.2
800,52,42,828.7
800,52,44,828.2
800,52,46,828.7
800,52,48,828.2
800,52,50,819.5
800,52,52,820.0
800,52,54,819.5
800,52,56,820.0
800,52,58,819.5
800,52,60,820.0
800,52,62,828.2
800,52,64,828.7
800,52,66,828.2
800,52,68,828.7
800,52,70,828.2
800,52,72,828.7
800,52,74,828.2
800,52,76,828.7
800,52,78,828.2
800,52,80,828.7
800,52,82,818.8
800,52,84,819.5
800,52,86,820.0
800,52,88,819.5
800,52,90,820.0
800,52,92,819.5
800,52,94,819.9
800,52,96,819.5
800,52,98,819.7
800,52,100,819.1
800,52,102,819.7
800,52,104,819.0
800,52,106,819.5
800,52,108,818.9
800,52,110,819.4
800,52,112,818.8
800,52,114,810.5
800,52,116,811.0
800,52,118,810.3
800,52,120,810.9
800,52,122,810.2
800,52,124,810.8
800,52,126,810.1
800,52,128,810.6
800,52,130,802.4
800,52,132,801.8
800,52,134,802.3
800,52,136,801.7
800,52,138,802.1
800,52,140,794.1
800,52,142,793.4
800,52,144,792.3
800,52,146,793.2
800,52,148,793.8
800,52,150,784.1
800,52,152,785.2
800,52,154,785.8
800,52,156,784.4
800,52,158,785.5
800,52,160,776.1
800,52,162,777.1
800,52,164,777.6
800,52,166,776.8
800,52,168,768.8
800,52,170,768.0
800,52,172,768.5
800,52,174,769.5
800,52,176,768.2
800,52,178,769.2
800,52,180,760.1
800,54,0,829.8
800,54,2,829.3
800,54,4,829.8
800,54,6,829.3
800,54,8,829.8
800,54,10,829.3
800,54,12,829.8
800,54,14,829.3
800,54,16,829.8
800,54,18,821.1
800,54,20,820.5
800,54,22,829.8
800,54,24,829.3
800,54,26,829.8
800,54,28,829.3
800,54,30,829.8
800,54,32,829.3
800,54,34,829.8
800,54,36,829.3
800,54,38,829.8
800,54,40,829.3
800,54,42,829.8
800,54,44,829.3
800,54,46,829.8
800,54,48,829.3
800,54,50,820.5
800,54,52,821.1
800,54,54,820.5
800,54,56,821.1
800,54,58,820.5
800,54,60,821.1
800,54,62,829.3
800,54,64,829.8
800,54,66,829.3
800,54,68,829.8
800,54,70,829.3
800,54,72,829.8
800,54,74,829.3
800,54,76,829.8
800,54,78,829.3
800,54,80,829.8
800,54,82,829.3
800,54,84,820.5
800,54,86,821.1
800,54,88,820.5
800,54,90,821.1
800,54,92,820.5
800,54,94,821.0
800,54,96,820.5
800,54,98,821.1
800,54,100,820.3
800,54,102,820.6
800,54,104,820.1
800,54,106,820.6
800,54,108,820.0
800,54,110,819.4
800,54,112,829.3
800,54,114,829.8
800,54,116,812.1
800,54,118,811.5
800,54,120,812.0
800,54,122,811.3
800,54,124,811.9
800,54,126,811.3
800,54,128,811.7
800,54,130,803.5
800,54,132,811.5
800,54,134,803.4
800,54,136,802.8
800,54,138,803.3
800,54,140,802.6
800,54,142,803.1
800,54,144,793.3
800,54,146,794.4
800,54,148,794.9
800,54,150,794.3
800,54,152,794.7
800,54,154,786.7
800,54,156,786.2
800,54,158,786.7
800,54,160,786.0
800,54,162,786.5
800,54,164,778.7
800,54,166,778.0
800,54,168,776.8
800,54,170,777.8
800,54,172,778.3
800,54,174,770.7
800,54,176,769.9
800,54,178,770.4
800,54,180,769.8
800,56,0,830.9
800,56,2,830.4
800,56,4,830.9
800,56,6,830.4
800,56,8,830.9
800,56,10,830.4
800,56,12,830.9
800,56,14,830.4
800,56,16,830.9
800,56,18,830.4
800,56,20,821.6
800,56,22,830.9
800,56,24,830.4
800,56,26,830.9
800,56,28,830.4
800,56,30,830.9
800,56,32,830.4
800,56,34,830.9
800,56,36,830.4
800,56,38,830.9
800,56,40,830.4
800,56,42,830.9
800,56,44,830.4
800,56,46,830.9
800,56,48,830.4
800,56,50,828.7
800,56,52,822.2
800,56,54,821.6
800,56,56,822.2
800,56,58,821.6
800,56,60,822.2
800,56,62,829.3
800,56,64,830.9
800,56,66,830.4
800,56,68,830.9
800,56,70,830.4
800,56,72,830.9
800,56,74,830.4
800,56,76,830.9
800,56,78,830.4
800,56,80,830.9
800,56,82,830.4
800,56,84,821.6
800,56,86,822.2
800,56,88,821.6
800,56,90,822.2
800,56,92,821.6
800,56,94,822.1
800,56,96,821.6
800,56,98,822.2
800,56,100,821.4
800,56,102,821.8
800,56,104,821.2
800,56,106,821.7
800,56,108,821.1
800,56,110,819.4
800,56,112,830.4
800,56,114,830.9
800,56,116,830.4
800,56,118,830.9
800,56,120,813.1
800,56,122,812.4
800,56,124,812.8
800,56,126,821.6
800,56,128,822.2
800,56,130,812.2
800,56,132,812.7
800,56,134,812.1
800,56,136,812.5
800,56,138,813.6
800,56,140,803.7
800,56,142,804.2
800,56,144,803.5
800,56,146,804.1
800,56,148,805.0
800,56,150,795.4
800,56,152,795.9
800,56,154,795.2
800,56,156,795.6
800,56,158,787.8
800,56,160,787.1
800,56,162,787.6
800,56,164,786.9
800,56,166,787.4
800,56,168,777.9
800,56,170,779.0
800,56,172,779.4
800,56,174,778.7
800,56,176,779.2
800,56,178,771.6
800,56,180,771.0
800,58,0,832.0
800,58,2,831.4
800,58,4,832.0
800,58,6,831.4
800,58,8,832.0
800,58,10,831.4
800,58,12,832.0
800,58,14,831.4
800,58,16,832.0
800,58,18,832.0
800,58,20,831.4
800,58,22,832.0
800,58,24,831.4
800,58,26,832.0
800,58,28,831.4
800,58,30,832.0
800,58,32,831.4
800,58,34,832.0
800,58,36,831.4
800,58,38,832.0
800,58,40,831.4
800,58,42,832.0
800,58,44,831.4
800,58,46,832.0
800,58,48,831.4
800,58,50,832.0
800,58,52,823.3
800,58,54,822.7
800,58,56,823.3
800,58,58,822.7
800,58,60,823.3
800,58,62,831.4
800,58,64,832.0
800,58,66,831.4
800,58,68,832.0
800,58,70,831.4
800,58,72,832.0
800,58,74,831.4
800,58,76,832.0
800,58,78,831.4
800,58,80,832.0
800,58,82,831.4
800,58,84,832.0
800,58,86,823.3
800,58,88,822.7
800,58,90,823.3
800,58,92,822.7
800,58,94,823.3
800,58,96,822.7
800,58,98,823.3
800,58,100,822.7
800,58,102,822.9
800,58,104,822.3
800,58,106,822.8
800,58,108,822.2
800,58,110,822.6
800,58,112,831.4
800,58,114,832.0
800,58,116,831.4
800,58,118,832.0
800,58,120,814.2
800,58,122,812.5
800,58,124,813.9
800,58,126,822.7
800,58,128,823.3
800,58,130,822.6
800,58,132,823.2
800,58,134,813.2
800,58,136,813.7
800,58,138,814.7
800,58,140,814.1
800,58,142,814.5
800,58,144,804.7
800,58,146,805.2
800,58,148,806.2
800,58,150,805.6
800,58,152,806.0
800,58,154,796.3
800,58,156,796.8
800,58,158,796.2
800,58,160,797.2
800,58,162,797.7
800,58,164,788.1
800,58,166,788.5
800,58,168,787.8
800,58,170,788.4
800,58,172,789.4
800,58,174,779.9
800,58,176,780.3
800,58,178,779.7
800,58,180,780.3
800,60,0,833.1
800,60,2,832.5
800,60,4,833.1
800,60,6,832.5
800,60,8,833.1
800,60,10,832.5
800,60,12,833.1
800,60,14,832.5
800,60,16,833.1
800,60,18,833.1
800,60,20,832.5
800,60,22,833.1
800,60,24,832.5
800,60,26,833.1
800,60,28,832.5
800,60,30,833.1
800,60,32,832.5
800,60,34,833.1
800,60,36,832.5
800,60,38,833.1
800,60,40,832.5
800,60,42,833.1
800,60,44,832.5
800,60,46,833.1
800,60,48,832.5
800,60,50,833.1
800,60,52,832.5
800,60,54,833.1
800,60,56,824.4
800,60,58,823.8
800,60,60,824.4
800,60,62,832.5
800,60,64,833.1
800,60,66,832.5
800,60,68,833.1
800,60,70,832.5
800,60,72,833.1
800,60,74,832.5
800,60,76,833.1
800,60,78,832.5
800,60,80,833.1
800,60,82,832.5
800,60,84,833.1
800,60,86,824.4
800,60,88,833.1
800,60,90,824.4
800,60,92,823.8
800,60,94,824.4
800,60,96,823.8
800,60,98,824.4
800,60,100,823.8
800,60,102,824.4
800,60,104,823.5
800,60,106,823.9
800,60,108,823.4
800,60,110,823.7
800,60,112,832.5
800,60,114,833.1
800,60,116,832.5
800,60,118,833.1
800,60,120,832.5
800,60,122,833.1
800,60,124,815.1
800,60,126,823.8
800,60,128,824.4
800,60,130,823.8
800,60,132,824.4
800,60,134,823.7
800,60,136,814.7
800,60,138,815.8
800,60,140,815.2
800,60,142,815.8
800,60,144,815.1
800,60,146,806.3
800,60,148,807.3
800,60,150,806.7
800,60,152,807.2
800,60,154,806.6
800,60,156,797.9
800,60,158,797.3
800,60,160,798.3
800,60,162,798.9
800,60,164,798.2
800,60,166,798.7
800,60,168,789.0
800,60,170,789.5
800,60,172,790.6
800,60,174,789.3
800,60,176,790.3
800,60,178,780.9
800,60,180,781.4
800,62,0,834.1
800,62,2,833.6
800,62,4,834.1
800,62,6,833.6
800,62,8,834.1
800,62,10,833.6
800,62,12,834.1
800,62,14,833.6
800,62,16,834.1
800,62,18,834.1
800,62,20,833.6
800,62,22,834.1
800,62,24,833.6
800,62,26,834.1
800,62,28,833.6
800,62,30,834.1
800,62,32,833.6
800,62,34,834.1
800,62,36,833.6
800,62,38,834.1
800,62,40,833.6
800,62,42,834.1
800,62,44,833.6
800,62,46,834.1
800,62,48,833.6
800,62,50,834.1
800,62,52,833.6
800,62,54,834.1
800,62,56,825.5
800,62,58,824.9
800,62,60,834.1
800,62,62,833.6
800,62,64,834.1
800,62,66,833.6
800,62,68,834.1
800,62,70,833.6
800,62,72,834.1
800,62,74,833.6
800,62,76,834.1
800,62,78,833.6
800,62,80,834.1
800,62,82,833.6
800,62,84,834.1
800,62,86,833.6
800,62,88,834.1
800,62,90,833.6
800,62,92,834.1
800,62,94,825.5
800,62,96,824.9
800,62,98,825.5
800,62,100,824.9
800,62,102,825.5
800,62,104,824.6
800,62,106,825.0
800,62,108,824.4
800,62,110,824.9
800,62,112,833.6
800,62,114,834.1
800,62,116,833.6
800,62,118,834.1
800,62,120,833.6
800,62,122,834.1
800,62,124,825.5
800,62,126,824.9
800,62,128,825.5
800,62,130,824.9
800,62,132,825.5
800,62,134,824.8
800,62,136,825.3
800,62,138,816.9
800,62,140,825.1
800,62,142,816.9
800,62,144,816.2
800,62,146,815.0
800,62,148,815.5
800,62,150,816.5
800,62,152,808.4
800,62,154,807.7
800,62,156,808.2
800,62,158,807.0
800,62,160,808.0
800,62,162,800.0
800,62,164,799.3
800,62,166,799.8
800,62,168,799.1
800,62,170,799.6
800,62,172,791.7
800,62,174,790.5
800,62,176,791.5
800,62,178,790.2
800,62,180,791.5
800,64,0,835.2
800,64,2,834.7
800,64,4,835.2
800,64,6,834.7
800,64,8,835.2
800,64,10,834.7
800,64,12,835.2
800,64,14,834.7
800,64,16,835.2
800,64,18,835.2
800,64,20,834.7
800,64,22,835.2
800,64,24,834.7
800,64,26,835.2
800,64,28,834.7
800,64,30,835.2
800,64,32,834.7
800,64,34,835.2
800,64,36,834.7
800,64,38,835.2
800,64,40,834.7
800,64,42,835.2
800,64,44,834.7
800,64,46,835.2
800,64,48,834.7
800,64,50,835.2
800,64,52,834.7
800,64,54,835.2
800,64,56,835.2
800,64,58,834.7
800,64,60,835.2
800,64,62,834.7
800,64,64,835.2
800,64,66,834.7
800,64,68,835.2
800,64,70,834.7
800,64,72,835.2
800,64,74,834.7
800,64,76,835.2
800,64,78,834.7
800,64,80,835.2
800,64,82,834.7
800,64,84,835.2
800,64,86,834.7
800,64,88,835.2
800,64,90,834.7
800,64,92,835.2
800,64,94,834.7
800,64,96,826.0
800,64,98,826.6
800,64,100,826.0
800,64,102,826.4
800,64,104,825.8
800,64,106,826.3
800,64,108,825.5
800,64,110,826.0
800,64,112,834.7
800,64,114,835.2
800,64,116,834.7
800,64,118,835.2
800,64,120,834.7
800,64,122,835.2
800,64,124,834.7
800,64,126,835.2
800,64,128,826.6
800,64,130,826.0
800,64,132,826.5
800,64,134,826.0
800,64,136,826.5
800,64,138,825.9
800,64,140,826.2
800,64,142,825.7
800,64,144,826.2
800,64,146,816.2
800,64,148,816.7
800,64,150,817.7
800,64,152,817.1
800,64,154,808.8
800,64,156,809.3
800,64,158,808.1
800,64,160,809.1
800,64,162,808.5
800,64,164,800.4
800,64,166,800.9
800,64,168,800.2
800,64,170,800.8
800,64,172,799.5
800,64,174,800.6
800,64,176,792.6
800,64,178,791.9
800,64,180,792.6
800,66,0,836.3
800,66,2,835.8
800,66,4,836.3
800,66,6,835.8
800,66,8,836.3
800,66,10,835.8
800,66,12,836.3
800,66,14,835.8
800,66,16,836.3
800,66,18,836.3
800,66,20,835.8
800,66,22,836.3
800,66,24,836.3
800,66,26,836.3
800,66,28,835.8
800,66,30,836.3
800,66,32,835.8
800,66,34,836.3
800,66,36,835.8
800,66,38,836.3
800,66,40,835.8
800,66,42,836.3
800,66,44,835.8
800,66,46,836.3
800,66,48,835.8
800,66,50,836.3
800,66,52,835.8
800,66,54,836.3
800,66,56,836.3
800,66,58,836.3
800,66,60,836.3
800,66,62,835.8
800,66,64,836.3
800,66,66,835.8
800,66,68,836.3
800,66,70,835.8
800,66,72,836.3
800,66,74,835.8
800,66,76,836.3
800,66,78,835.8
800,66,80,836.3
800,66,82,835.8
800,66,84,836.3
800,66,86,835.8
800,66,88,836.3
800,66,90,835.8
800,66,92,836.3
800,66,94,835.8
800,66,96,827.1
800,66,98,827.6
800,66,100,827.1
800,66,102,827.5
800,66,104,827.1
800,66,106,827.6
800,66,108,826.8
800,66,110,836.3
800,66,112,835.8
800,66,114,836.3
800,66,116,835.8
800,66,118,836.3
800,66,120,835.8
800,66,122,836.3
800,66,124,835.8
800,66,126,836.3
800,66,128,835.8
800,66,130,827.1
800,66,132,827.6
800,66,134,827.1
800,66,136,827.6
800,66,138,826.9
800,66,140,827.3
800,66,142,826.8
800,66,144,827.3
800,66,146,826.6
800,66,148,827.2
800,66,150,818.8
800,66,152,818.2
800,66,154,818.6
800,66,156,818.0
800,66,158,818.6
800,66,160,810.2
800,66,162,809.7
800,66,164,810.2
800,66,166,809.5
800,66,168,810.0
800,66,170,801.9
800,66,172,800.6
800,66,174,801.7
800,66,176,801.0
800,66,178,801.6
800,66,180,793.7
800,68,0,837.4
800,68,2,836.8
800,68,4,837.4
800,68,6,836.8
800,68,8,837.4
800,68,10,836.8
800,68,12,837.4
800,68,14,837.4
800,68,16,837.4
800,68,18,837.4
800,68,20,837.4
800,68,22,837.4
800,68,24,837.4
800,68,26,837.4
800,68,28,837.4
800,68,30,837.4
800,68,32,836.8
800,68,34,837.4
800,68,36,836.8
800,68,38,837.4
800,68,40,836.8
800,68,42,837.4
800,68,44,836.8
800,68,46,837.4
800,68,48,836.8
800,68,50,837.4
800,68,52,836.8
800,68,54,837.4
800,68,56,837.4
800,68,58,837.4
800,68,60,837.4
800,68,62,837.4
800,68,64,837.4
800,68,66,836.8
800,68,68,837.4
800,68,70,836.8
800,68,72,837.4
800,68,74,836.8
800,68,76,837.4
800,68,78,836.8
800,68,80,837.4
800,68,82,836.8
800,68,84,837.4
800,68,86,836.8
800,68,88,837.4
800,68,90,836.8
800,68,92,837.4
800,68,94,836.8
800,68,96,837.4
800,68,98,836.8
800,68,100,828.2
800,68,102,828.7
800,68,104,828.2
800,68,106,828.7
800,68,108,828.2
800,68,110,837.4
800,68,112,836.8
800,68,114,837.4
800,68,116,836.8
800,68,118,837.4
800,68,120,836.8
800,68,122,837.4
800,68,124,836.8
800,68,126,837.4
800,68,128,836.8
800,68,130,837.4
800,68,132,828.7
800,68,134,828.2
800,68,136,828.7
800,68,138,828.0
800,68,140,828.4
800,68,142,827.8
800,68,144,828.4
800,68,146,827.8
800,68,148,828.4
800,68,150,827.7
800,68,152,819.3
800,68,154,819.7
800,68,156,819.2
800,68,158,819.7
800,68,160,819.0
800,68,162,819.5
800,68,164,811.3
800,68,166,810.6
800,68,168,811.2
800,68,170,810.4
800,68,172,811.0
800,68,174,802.8
800,68,176,802.3
800,68,178,802.7
800,68,180,802.1
800,70,0,838.5
800,70,2,837.9
800,70,4,838.5
800,70,6,837.9
800,70,8,838.5
800,70,10,838.5
800,70,12,838.5
800,70,14,838.5
800,70,16,838.5
800,70,18,838.5
800,70,20,838.5
800,70,22,838.5
800,70,24,838.5
800,70,26,838.5
800,70,28,838.5
800,70,30,838.5
800,70,32,837.9
800,70,34,838.5
800,70,36,837.9
800,70,38,838.5
800,70,40,837.9
800,70,42,838.5
800,70,44,837.9
800,70,46,838.5
800,70,48,837.9
800,70,50,838.5
800,70,52,837.9
800,70,54,838.5
800,70,56,838.5
800,70,58,838.5
800,70,60,838.5
800,70,62,838.5
800,70,64,838.5
800,70,66,838.5
800,70,68,838.5
800,70,70,837.9
800,70,72,838.5
800,70,74,837.9
800,70,76,838.5
800,70,78,837.9
800,70,80,838.5
800,70,82,837.9
800,70,84,838.5
800,70,86,837.9
800,70,88,838.5
800,70,90,837.9
800,70,92,838.5
800,70,94,837.9
800,70,96,838.5
800,70,98,837.9
800,70,100,838.5
800,70,102,829.8
800,70,104,829.3
800,70,106,829.8
800,70,108,829.3
800,70,110,838.5
800,70,112,837.9
800,70,114,838.5
800,70,116,837.9
800,70,118,838.5
800,70,120,837.9
800,70,122,838.5
800,70,124,837.9
800,70,126,838.5
800,70,128,837.9
800,70,130,838.5
800,70,132,837.9
800,70,134,838.5
800,70,136,829.8
800,70,138,829.1
800,70,140,829.5
800,70,142,828.9
800,70,144,829.5
800,70,146,828.9
800,70,148,829.5
800,70,150,828.8
800,70,152,829.3
800,70,154,828.6
800,70,156,829.2
800,70,158,820.8
800,70,160,820.1
800,70,162,820.6
800,70,164,820.1
800,70,166,820.5
800,70,168,812.3
800,70,170,811.6
800,70,172,812.1
800,70,174,811.5
800,70,176,812.0
800,70,178,803.8
800,70,180,803.3
800,72,0,839.5
800,72,2,839.0
800,72,4,839.5
800,72,6,839.5
800,72,8,839.5
800,72,10,839.5
800,72,12,839.5
800,72,14,839.5
800,72,16,839.5
800,72,18,839.5
800,72,20,839.5
800,72,22,839.5
800,72,24,839.5
800,72,26,839.5
800,72,28,839.5
800,72,30,839.5
800,72,32,839.5
800,72,34,839.5
800,72,36,839.0
800,72,38,839.5
800,72,40,839.0
800,72,42,839.5
800,72,44,839.0
800,72,46,839.5
800,72,48,839.0
800,72,50,839.5
800,72,52,839.0
800,72,54,839.5
800,72,56,839.0
800,72,58,839.5
800,72,60,839.5
800,72,62,839.5
800,72,64,839.5
800,72,66,839.5
800,72,68,839.5
800,72,70,839.5
800,72,72,839.5
800,72,74,839.0
800,72,76,839.5
800,72,78,839.0
800,72,80,839.5
800,72,82,839.0
800,72,84,839.5
800,72,86,839.0
800,72,88,839.5
800,72,90,839.0
800,72,92,839.5
800,72,94,839.0
800,72,96,839.5
800,72,98,839.0
800,72,100,839.5
800,72,102,830.9
800,72,104,830.4
800,72,106,830.9
800,72,108,839.0
800,72,110,839.5
800,72,112,839.0
800,72,114,839.5
800,72,116,839.0
800,72,118,839.5
800,72,120,839.0
800,72,122,839.5
800,72,124,839.0
800,72,126,839.5
800,72,128,839.0
800,72,130,839.5
800,72,132,839.0
800,72,134,839.5
800,72,136,839.0
800,72,138,830.2
800,72,140,830.5
800,72,142,830.0
800,72,144,830.6
800,72,146,830.0
800,72,148,830.6
800,72,150,829.9
800,72,152,830.4
800,72,154,829.8
800,72,156,830.4
800,72,158,829.7
800,72,160,830.1
800,72,162,821.7
800,72,164,821.2
800,72,166,821.7
800,72,168,821.1
800,72,170,821.5
800,72,172,813.2
800,72,174,812.6
800,72,176,813.1
800,72,178,812.4
800,72,180,813.1
800,74,0,840.6
800,74,2,840.6
800,74,4,840.6
800,74,6,840.6
800,74,8,840.6
800,74,10,840.6
800,74,12,840.6
800,74,14,840.6
800,74,16,840.6
800,74,18,840.6
800,74,20,840.6
800,74,22,840.6
800,74,24,840.6
800,74,26,840.6
800,74,28,840.6
800,74,30,840.6
800,74,32,840.6
800,74,34,840.6
800,74,36,840.6
800,74,38,840.6
800,74,40,840.1
800,74,42,840.6
800,74,44,840.1
800,74,46,840.6
800,74,48,840.1
800,74,50,840.6
800,74,52,840.1
800,74,54,840.6
800,74,56,840.1
800,74,58,840.6
800,74,60,840.6
800,74,62,840.6
800,74,64,840.6
800,74,66,840.6
800,74,68,840.6
800,74,70,840.6
800,74,72,840.6
800,74,74,840.6
800,74,76,840.6
800,74,78,840.1
800,74,80,840.6
800,74,82,840.1
800,74,84,840.6
800,74,86,840.1
800,74,88,840.6
800,74,90,840.1
800,74,92,840.6
800,74,94,840.1
800,74,96,840.6
800,74,98,840.1
800,74,100,840.6
800,74,102,840.1
800,74,104,840.6
800,74,106,832.0
800,74,108,840.1
800,74,110,840.6
800,74,112,840.1
800,74,114,840.6
800,74,116,840.1
800,74,118,840.6
800,74,120,840.1
800,74,122,840.6
800,74,124,840.1
800,74,126,840.6
800,74,128,840.1
800,74,130,840.6
800,74,132,840.1
800,74,134,840.6
800,74,136,840.1
800,74,138,840.6
800,74,140,831.6
800,74,142,831.4
800,74,144,831.6
800,74,146,831.1
800,74,148,831.5
800,74,150,831.0
800,74,152,831.4
800,74,154,830.9
800,74,156,831.4
800,74,158,830.9
800,74,160,831.3
800,74,162,830.7
800,74,164,831.2
800,74,166,822.8
800,74,168,822.2
800,74,170,822.6
800,74,172,822.1
800,74,174,822.5
800,74,176,814.2
800,74,178,813.6
800,74,180,814.2
800,76,0,841.7
800,76,2,841.7
800,76,4,841.7
800,76,6,841.7
800,76,8,841.7
800,76,10,841.7
800,76,12,841.7
800,76,14,841.7
800,76,16,841.7
800,76,18,841.7
800,76,20,841.7
800,76,22,841.7
800,76,24,841.7
800,76,26,841.7
800,76,28,841.7
800,76,30,841.7
800,76,32,841.7
800,76,34,841.7
800,76,36,841.7
800,76,38,841.7
800,76,40,841.1
800,76,42,841.7
800,76,44,841.1
800,76,46,841.7
800,76,48,841.1
800,76,50,841.7
800,76,52,841.1
800,76,54,841.7
800,76,56,841.7
800,76,58,841.7
800,76,60,841.7
800,76,62,841.7
800,76,64,841.7
800,76,66,841.7
800,76,68,841.7
800,76,70,841.7
800,76,72,841.7
800,76,74,841.7
800,76,76,841.7
800,76,78,841.1
800,76,80,841.7
800,76,82,841.1
800,76,84,841.7
800,76,86,841.1
800,76,88,841.7
800,76,90,841.1
800,76,92,841.7
800,76,94,841.1
800,76,96,841.7
800,76,98,841.1
800,76,100,841.7
800,76,102,841.1
800,76,104,841.7
800,76,106,841.7
800,76,108,841.1
800,76,110,841.7
800,76,112,841.1
800,76,114,841.7
800,76,116,841.1
800,76,118,841.7
800,76,120,841.1
800,76,122,841.7
800,76,124,841.1
800,76,126,841.7
800,76,128,841.1
800,76,130,841.7
800,76,132,841.1
800,76,134,841.7
800,76,136,841.1
800,76,138,841.7
800,76,140,841.1
800,76,142,841.7
800,76,144,832.7
800,76,146,832.5
800,76,148,831.7
800,76,150,831.0
800,76,152,832.5
800,76,154,832.0
800,76,156,832.5
800,76,158,832.0
800,76,160,832.4
800,76,162,831.8
800,76,164,832.4
800,76,166,831.7
800,76,168,832.2
800,76,170,822.6
800,76,172,823.1
800,76,174,823.7
800,76,176,823.0
800,76,178,824.0
800,76,180,824.6
800,78,0,842.7
800,78,2,842.7
800,78,4,842.7
800,78,6,842.7
800,78,8,842.7
800,78,10,842.7
800,78,12,842.7
800,78,14,842.7
800,78,16,842.7
800,78,18,842.7
800,78,20,842.7
800,78,22,842.7
800,78,24,842.7
800,78,26,842.7
800,78,28,842.7
800,78,30,842.7
800,78,32,842.7
800,78,34,842.7
800,78,36,842.7
800,78,38,842.7
800,78,40,842.7
800,78,42,842.7
800,78,44,842.2
800,78,46,842.7
800,78,48,842.2
800,78,50,842.7
800,78,52,842.7
800,78,54,842.7
800,78,56,842.7
800,78,58,842.7
800,78,60,842.7
800,78,62,842.7
800,78,64,842.7
800,78,66,842.7
800,78,68,842.7
800,78,70,842.7
800,78,72,842.7
800,78,74,842.7
800,78,76,842.7
800,78,78,842.7
800,78,80,842.7
800,78,82,842.2
800,78,84,842.7
800,78,86,842.2
800,78,88,842.7
800,78,90,842.2
800,78,92,842.7
800,78,94,842.2
800,78,96,842.7
800,78,98,842.2
800,78,100,842.7
800,78,102,842.2
800,78,104,842.7
800,78,106,842.7
800,78,108,842.7
800,78,110,842.7
800,78,112,842.7
800,78,114,842.7
800,78,116,842.2
800,78,118,842.7
800,78,120,842.2
800,78,122,842.7
800,78,124,842.2
800,78,126,842.7
800,78,128,842.2
800,78,130,842.7
800,78,132,842.2
800,78,134,842.7
800,78,136,842.2
800,78,138,842.7
800,78,140,842.2
800,78,142,842.7
800,78,144,842.2
800,78,146,833.6
800,78,148,834.1
800,78,150,833.1
800,78,152,833.6
800,78,154,833.1
800,78,156,833.6
800,78,158,833.1
800,78,160,833.5
800,78,162,832.9
800,78,164,833.5
800,78,166,832.9
800,78,168,833.2
800,78,170,832.7
800,78,172,833.2
800,78,174,824.8
800,78,176,825.7
800,78,178,825.1
800,78,180,825.7
800,80,0,843.8
800,80,2,843.8
800,80,4,843.8
800,80,6,843.8
800,80,8,843.8
800,80,10,843.8
800,80,12,843.8
800,80,14,843.8
800,80,16,843.8
800,80,18,843.8
800,80,20,843.8
800,80,22,843.8
800,80,24,843.8
800,80,26,843.8
800,80,28,843.8
800,80,30,843.8
800,80,32,843.8
800,80,34,843.8
800,80,36,843.8
800,80,38,843.8
800,80,40,843.8
800,80,42,843.8
800,80,44,843.3
800,80,46,843.8
800,80,48,843.3
800,80,50,843.8
800,80,52,843.8
800,80,54,843.8
800,80,56,843.8
800,80,58,843.8
800,80,60,843.8
800,80,62,843.8
800,80,64,843.8
800,80,66,843.8
800,80,68,843.8
800,80,70,843.8
800,80,72,843.8
800,80,74,843.8
800,80,76,843.8
800,80,78,843.8
800,80,80,843.8
800,80,82,843.3
800,80,84,843.8
800,80,86,843.3
800,80,88,843.8
800,80,90,843.3
800,80,92,843.8
800,80,94,843.3
800,80,96,843.8
800,80,98,843.3
800,80,100,843.8
800,80,102,843.3
800,80,104,843.8
800,80,106,843.3
800,80,108,843.8
800,80,110,843.8
800,80,112,843.8
800,80,114,843.8
800,80,116,843.8
800,80,118,843.8
800,80,120,843.3
800,80,122,843.8
800,80,124,843.3
800,80,126,843.8
800,80,128,843.3
800,80,130,843.8
800,80,132,843.3
800,80,134,843.8
800,80,136,843.3
800,80,138,843.8
800,80,140,843.3
800,80,142,843.8
800,80,144,843.3
800,80,146,843.8
800,80,148,835.2
800,80,150,834.7
800,80,152,835.2
800,80,154,834.2
800,80,156,834.7
800,80,158,834.2
800,80,160,834.5
800,80,162,834.0
800,80,164,834.5
800,80,166,834.0
800,80,168,834.3
800,80,170,833.8
800,80,172,834.4
800,80,174,833.8
800,80,176,834.3
800,80,178,826.2
800,80,180,826.7
800,82,0,844.9
800,82,2,844.9
800,82,4,844.9
800,82,6,844.9
800,82,8,844.9
800,82,10,844.9
800,82,12,844.9
800,82,14,844.9
800,82,16,844.9
800,82,18,844.9
800,82,20,844.9
800,82,22,844.9
800,82,24,844.9
800,82,26,844.9
800,82,28,844.9
800,82,30,844.9
800,82,32,844.9
800,82,34,844.9
800,82,36,844.9
800,82,38,844.9
800,82,40,844.9
800,82,42,844.9
800,82,44,844.9
800,82,46,844.9
800,82,48,844.9
800,82,50,844.9
800,82,52,844.9
800,82,54,844.9
800,82,56,844.9
800,82,58,844.9
800,82,60,844.9
800,82,62,844.9
800,82,64,844.9
800,82,66,844.9
800,82,68,844.9
800,82,70,844.9
800,82,72,844.9
800,82,74,844.9
800,82,76,844.9
800,82,78,844.9
800,82,80,844.9
800,82,82,844.9
800,82,84,844.9
